"ProblemID","SubjectID","StartOrder","FirstCorrect","EverCorrect","UsedHint","Attempts","pCorrectForProblem","medAttemptsForProblem","priorPercentCorrect","priorPercentCompleted","priorAttempts","prediction","fold"
"helloWorld","S049",1938,TRUE,TRUE,FALSE,1,0.53030303030303,1,0.5,0.5,0,FALSE,0
"doubleX","S049",1939,TRUE,TRUE,FALSE,1,0.966101694915254,1,1,1,1,TRUE,0
"raiseToPower","S049",1940,TRUE,TRUE,FALSE,1,0.886792452830189,1,1,1,2,TRUE,0
"convertToDegrees","S049",1941,FALSE,TRUE,FALSE,4,0.38,1,1,1,3,FALSE,0
"isPunctuation","S049",1945,FALSE,TRUE,FALSE,2,0.125,3,0.75,1,4,FALSE,0
"findRoot","S049",1970,TRUE,TRUE,FALSE,1,0.459459459459459,1,0.6,1,5,FALSE,0
"intToFloat","S049",1975,TRUE,TRUE,FALSE,1,0.878048780487805,1,0.666666666666667,1,6,TRUE,0
"leftoverCandy","S049",1978,FALSE,TRUE,FALSE,7,0.761904761904762,1,0.714285714285714,1,7,TRUE,0
"howManyEggCartons","S049",2037,FALSE,FALSE,FALSE,14,0.216216216216216,3,0.625,1,8,FALSE,0
"backwardsCombine","S049",2884,FALSE,FALSE,FALSE,1,0.772727272727273,1,0.555555555555556,0.888888888888889,9,TRUE,0
"helloWorld","S194",2406,TRUE,TRUE,FALSE,1,0.53030303030303,1,0.5,0.5,0,FALSE,0
"doubleX","S194",2407,TRUE,TRUE,FALSE,1,0.966101694915254,1,1,1,1,TRUE,0
"raiseToPower","S194",2408,TRUE,TRUE,FALSE,1,0.886792452830189,1,1,1,2,TRUE,0
"convertToDegrees","S194",2410,FALSE,FALSE,TRUE,2,0.38,1,1,1,3,FALSE,0
"isPunctuation","S194",2423,FALSE,FALSE,TRUE,0,0.125,3,0.75,0.75,4,FALSE,0
"helloWorld","S198",1354,FALSE,TRUE,FALSE,3,0.53030303030303,1,0.5,0.5,0,FALSE,0
"helloWorld","S378",77,TRUE,TRUE,FALSE,1,0.53030303030303,1,0.5,0.5,0,FALSE,0
"doubleX","S378",78,TRUE,TRUE,FALSE,1,0.966101694915254,1,1,1,1,TRUE,0
"helloWorld","S430",1576,FALSE,TRUE,FALSE,8,0.53030303030303,1,0.5,0.5,0,FALSE,0
"doubleX","S430",1584,TRUE,TRUE,FALSE,1,0.966101694915254,1,0,1,1,TRUE,0
"raiseToPower","S430",1587,TRUE,TRUE,FALSE,1,0.886792452830189,1,0.5,1,2,TRUE,0
"convertToDegrees","S430",1588,TRUE,TRUE,FALSE,1,0.38,1,0.666666666666667,1,3,FALSE,0
"findRoot","S430",1589,TRUE,TRUE,FALSE,1,0.459459459459459,1,0.75,1,4,FALSE,0
"intToFloat","S430",1590,TRUE,TRUE,FALSE,1,0.878048780487805,1,0.8,1,5,TRUE,0
"leftoverCandy","S430",1591,TRUE,TRUE,FALSE,1,0.761904761904762,1,0.833333333333333,1,6,TRUE,0
"howManyEggCartons","S430",1592,TRUE,TRUE,FALSE,1,0.216216216216216,3,0.857142857142857,1,7,FALSE,0
"kthDigit","S430",1593,FALSE,TRUE,FALSE,2,0.171428571428571,3,0.875,1,8,FALSE,0
"nearestBusStop","S430",1595,FALSE,TRUE,FALSE,15,0.161290322580645,2,0.777777777777778,1,9,FALSE,0
"overNineThousand","S430",1610,FALSE,TRUE,FALSE,2,0.724137931034483,1,0.7,1,10,TRUE,0
"hasTwoDigits","S430",1612,FALSE,TRUE,FALSE,12,0.413793103448276,2,0.636363636363636,1,11,FALSE,0
"canDrinkAlcohol","S430",1624,TRUE,TRUE,FALSE,1,0.296296296296296,3,0.583333333333333,1,12,FALSE,0
"isEvenPositiveInt","S430",1625,FALSE,FALSE,TRUE,14,0.181818181818182,3,0.615384615384615,1,13,FALSE,0
"helloWorld","S469",87,FALSE,TRUE,FALSE,5,0.53030303030303,1,0.5,0.5,0,FALSE,0
"doubleX","S469",92,TRUE,TRUE,FALSE,1,0.966101694915254,1,0,1,1,TRUE,0
"raiseToPower","S469",93,TRUE,TRUE,FALSE,1,0.886792452830189,1,0.5,1,2,TRUE,0
"convertToDegrees","S469",94,FALSE,FALSE,FALSE,2,0.38,1,0.666666666666667,1,3,FALSE,0
"findRoot","S469",96,FALSE,FALSE,FALSE,1,0.459459459459459,1,0.5,0.75,4,FALSE,0
"intToFloat","S469",97,TRUE,TRUE,FALSE,1,0.878048780487805,1,0.4,0.6,5,TRUE,0
"leftoverCandy","S469",100,TRUE,TRUE,FALSE,1,0.761904761904762,1,0.5,0.666666666666667,6,TRUE,0
"howManyEggCartons","S469",104,FALSE,TRUE,FALSE,4,0.216216216216216,3,0.571428571428571,0.714285714285714,7,FALSE,0
"helloWorld","S537",861,FALSE,TRUE,TRUE,6,0.53030303030303,1,0.5,0.5,0,FALSE,0
"doubleX","S537",871,FALSE,TRUE,TRUE,3,0.966101694915254,1,0,1,1,TRUE,0
"raiseToPower","S537",875,FALSE,TRUE,FALSE,2,0.886792452830189,1,0,1,2,TRUE,0
"convertToDegrees","S537",877,FALSE,TRUE,FALSE,3,0.38,1,0,1,3,FALSE,0
"findRoot","S537",880,FALSE,FALSE,FALSE,1,0.459459459459459,1,0,1,4,FALSE,0
"intToFloat","S537",881,TRUE,TRUE,FALSE,1,0.878048780487805,1,0,0.8,5,TRUE,0
"leftoverCandy","S537",882,TRUE,TRUE,FALSE,1,0.761904761904762,1,0.166666666666667,0.833333333333333,6,TRUE,0
"howManyEggCartons","S537",883,TRUE,TRUE,FALSE,1,0.216216216216216,3,0.285714285714286,0.857142857142857,7,FALSE,0
"kthDigit","S537",884,FALSE,TRUE,TRUE,7,0.171428571428571,3,0.375,0.875,8,FALSE,0
"oneToN","S537",896,FALSE,TRUE,TRUE,11,0.208333333333333,7,0.333333333333333,0.888888888888889,9,FALSE,0
"nearestBusStop","S537",1372,FALSE,FALSE,FALSE,1,0.161290322580645,2,0.3,0.9,10,FALSE,0
"overNineThousand","S537",1640,FALSE,TRUE,FALSE,2,0.724137931034483,1,0.272727272727273,0.818181818181818,11,TRUE,0
"hasTwoDigits","S537",1642,FALSE,TRUE,FALSE,2,0.413793103448276,2,0.25,0.833333333333333,12,FALSE,0
"canDrinkAlcohol","S537",1644,TRUE,TRUE,FALSE,1,0.296296296296296,3,0.230769230769231,0.846153846153846,13,FALSE,0
"isEvenPositiveInt","S537",1645,FALSE,TRUE,FALSE,7,0.181818181818182,3,0.285714285714286,0.857142857142857,14,FALSE,0
"backwardsCombine","S537",2150,TRUE,TRUE,FALSE,1,0.772727272727273,1,0.266666666666667,0.866666666666667,15,TRUE,0
"firstAndLast","S537",2151,TRUE,TRUE,FALSE,1,0.380952380952381,2,0.3125,0.875,16,FALSE,0
"singlePigLatin","S537",2234,TRUE,TRUE,FALSE,1,0.333333333333333,3,0.352941176470588,0.882352941176471,17,FALSE,0
"isPunctuation","S537",2235,FALSE,TRUE,FALSE,6,0.125,3,0.388888888888889,0.888888888888889,18,FALSE,0
"nearestBusStop","S002",1373,TRUE,TRUE,FALSE,1,0.148148148148148,2,0.5,0.5,0,FALSE,1
"backwardsCombine","S002",1374,TRUE,TRUE,FALSE,1,0.75,1,1,1,1,TRUE,1
"firstAndLast","S002",1375,FALSE,TRUE,TRUE,15,0.444444444444444,2,1,1,2,FALSE,1
"singlePigLatin","S002",1398,FALSE,TRUE,TRUE,6,0.388888888888889,2,0.666666666666667,1,3,FALSE,1
"hasTwoDigits","S002",1405,FALSE,TRUE,FALSE,2,0.384615384615385,2,0.5,1,4,FALSE,1
"isEvenPositiveInt","S002",1407,FALSE,TRUE,FALSE,4,0.2,3.5,0.4,1,5,FALSE,1
"helloWorld","S045",2525,FALSE,TRUE,FALSE,4,0.522388059701492,1,0.5,0.5,0,FALSE,1
"doubleX","S045",2530,TRUE,TRUE,FALSE,1,0.95,1,0,1,1,TRUE,1
"raiseToPower","S045",2531,TRUE,TRUE,FALSE,1,0.867924528301887,1,0.5,1,2,TRUE,1
"convertToDegrees","S045",2535,TRUE,TRUE,FALSE,1,0.34,1.5,0.666666666666667,1,3,FALSE,1
"isPunctuation","S045",2537,FALSE,FALSE,FALSE,3,0.125,2,0.75,1,4,FALSE,1
"intToFloat","S045",2542,TRUE,TRUE,FALSE,1,0.925,1,0.6,0.8,5,TRUE,1
"howManyEggCartons","S045",2544,FALSE,FALSE,FALSE,3,0.25,2.5,0.666666666666667,0.833333333333333,6,FALSE,1
"leftoverCandy","S045",2545,TRUE,TRUE,FALSE,1,0.75609756097561,1,0.571428571428571,0.714285714285714,7,TRUE,1
"kthDigit","S045",2549,FALSE,FALSE,FALSE,2,0.15625,3,0.625,0.75,8,FALSE,1
"nearestBusStop","S045",2555,FALSE,FALSE,FALSE,5,0.148148148148148,2,0.555555555555556,0.666666666666667,9,FALSE,1
"backwardsCombine","S045",2569,TRUE,TRUE,FALSE,1,0.75,1,0.5,0.6,10,TRUE,1
"firstAndLast","S045",2573,TRUE,TRUE,FALSE,1,0.444444444444444,2,0.545454545454545,0.636363636363636,11,FALSE,1
"singlePigLatin","S045",2578,TRUE,TRUE,FALSE,1,0.388888888888889,2,0.583333333333333,0.666666666666667,12,FALSE,1
"overNineThousand","S045",2580,FALSE,TRUE,TRUE,2,0.740740740740741,1,0.615384615384615,0.692307692307692,13,TRUE,1
"hasTwoDigits","S045",2583,FALSE,FALSE,TRUE,3,0.384615384615385,2,0.571428571428571,0.714285714285714,14,FALSE,1
"oneToN","S065",1158,FALSE,FALSE,FALSE,4,0.238095238095238,7,0.5,0.5,0,FALSE,1
"helloWorld","S082",1568,FALSE,TRUE,TRUE,6,0.522388059701492,1,0.5,0.5,0,FALSE,1
"helloWorld","S170",2143,FALSE,TRUE,FALSE,4,0.522388059701492,1,0.5,0.5,0,FALSE,1
"doubleX","S170",2147,TRUE,TRUE,FALSE,1,0.95,1,0,1,1,TRUE,1
"raiseToPower","S170",2148,TRUE,TRUE,FALSE,1,0.867924528301887,1,0.5,1,2,TRUE,1
"convertToDegrees","S170",2154,FALSE,FALSE,FALSE,2,0.34,1.5,0.666666666666667,1,3,FALSE,1
"isPunctuation","S170",2160,FALSE,FALSE,TRUE,7,0.125,2,0.5,0.75,4,FALSE,1
"findRoot","S170",2166,FALSE,FALSE,FALSE,1,0.513513513513513,1,0.4,0.6,5,FALSE,1
"intToFloat","S170",2169,FALSE,TRUE,FALSE,2,0.925,1,0.333333333333333,0.5,6,TRUE,1
"leftoverCandy","S170",2210,TRUE,TRUE,FALSE,1,0.75609756097561,1,0.285714285714286,0.571428571428571,7,TRUE,1
"howManyEggCartons","S170",2211,FALSE,TRUE,FALSE,2,0.25,2.5,0.375,0.625,8,FALSE,1
"kthDigit","S170",2217,FALSE,TRUE,FALSE,5,0.15625,3,0.333333333333333,0.666666666666667,9,FALSE,1
"firstAndLast","S170",2224,FALSE,TRUE,FALSE,3,0.444444444444444,2,0.3,0.7,10,FALSE,1
"backwardsCombine","S170",2227,TRUE,TRUE,FALSE,1,0.75,1,0.272727272727273,0.727272727272727,11,TRUE,1
"singlePigLatin","S170",2877,FALSE,TRUE,FALSE,3,0.388888888888889,2,0.333333333333333,0.75,12,FALSE,1
"overNineThousand","S170",2880,TRUE,TRUE,FALSE,1,0.740740740740741,1,0.307692307692308,0.769230769230769,13,TRUE,1
"hasTwoDigits","S170",2881,FALSE,TRUE,FALSE,2,0.384615384615385,2,0.357142857142857,0.785714285714286,14,FALSE,1
"canDrinkAlcohol","S170",2925,FALSE,TRUE,FALSE,4,0.346153846153846,2,0.333333333333333,0.8,15,FALSE,1
"isEvenPositiveInt","S170",2929,FALSE,FALSE,TRUE,1,0.2,3.5,0.3125,0.8125,16,FALSE,1
"oneToN","S170",2999,FALSE,TRUE,TRUE,25,0.238095238095238,7,0.294117647058824,0.764705882352941,17,FALSE,1
"nearestBusStop","S170",3081,FALSE,TRUE,FALSE,4,0.148148148148148,2,0.277777777777778,0.777777777777778,18,FALSE,1
"helloWorld","S211",1947,TRUE,TRUE,FALSE,1,0.522388059701492,1,0.5,0.5,0,FALSE,1
"doubleX","S211",1948,TRUE,TRUE,FALSE,1,0.95,1,1,1,1,TRUE,1
"raiseToPower","S211",1949,TRUE,TRUE,FALSE,1,0.867924528301887,1,1,1,2,TRUE,1
"convertToDegrees","S211",1950,FALSE,TRUE,TRUE,2,0.34,1.5,1,1,3,FALSE,1
"isPunctuation","S211",1953,FALSE,TRUE,TRUE,7,0.125,2,0.75,1,4,FALSE,1
"findRoot","S211",1960,FALSE,TRUE,FALSE,2,0.513513513513513,1,0.6,1,5,FALSE,1
"leftoverCandy","S211",1962,TRUE,TRUE,FALSE,1,0.75609756097561,1,0.5,1,6,TRUE,1
"intToFloat","S211",1963,TRUE,TRUE,FALSE,1,0.925,1,0.571428571428571,1,7,TRUE,1
"howManyEggCartons","S211",1964,FALSE,FALSE,TRUE,7,0.25,2.5,0.625,1,8,FALSE,1
"kthDigit","S211",1974,FALSE,FALSE,TRUE,4,0.15625,3,0.555555555555556,0.888888888888889,9,FALSE,1
"nearestBusStop","S211",1987,FALSE,FALSE,TRUE,8,0.148148148148148,2,0.5,0.8,10,FALSE,1
"backwardsCombine","S211",2005,FALSE,TRUE,TRUE,8,0.75,1,0.454545454545455,0.727272727272727,11,TRUE,1
"firstAndLast","S211",2014,FALSE,TRUE,TRUE,3,0.444444444444444,2,0.416666666666667,0.75,12,FALSE,1
"singlePigLatin","S211",2019,FALSE,TRUE,TRUE,9,0.388888888888889,2,0.384615384615385,0.769230769230769,13,FALSE,1
"overNineThousand","S211",2032,FALSE,TRUE,FALSE,2,0.740740740740741,1,0.357142857142857,0.785714285714286,14,TRUE,1
"hasTwoDigits","S211",2039,TRUE,TRUE,FALSE,1,0.384615384615385,2,0.333333333333333,0.8,15,FALSE,1
"canDrinkAlcohol","S211",2046,FALSE,TRUE,FALSE,3,0.346153846153846,2,0.375,0.8125,16,FALSE,1
"isEvenPositiveInt","S211",2053,FALSE,TRUE,TRUE,16,0.2,3.5,0.352941176470588,0.823529411764706,17,FALSE,1
"oneToN","S211",2123,FALSE,TRUE,TRUE,7,0.238095238095238,7,0.333333333333333,0.833333333333333,18,FALSE,1
"helloWorld","S307",253,TRUE,TRUE,FALSE,1,0.522388059701492,1,0.5,0.5,0,FALSE,1
"doubleX","S307",259,TRUE,TRUE,FALSE,1,0.95,1,1,1,1,TRUE,1
"raiseToPower","S307",260,TRUE,TRUE,FALSE,1,0.867924528301887,1,1,1,2,TRUE,1
"convertToDegrees","S307",271,TRUE,TRUE,FALSE,1,0.34,1.5,1,1,3,FALSE,1
"findRoot","S307",279,FALSE,FALSE,FALSE,1,0.513513513513513,1,1,1,4,TRUE,1
"intToFloat","S307",281,TRUE,TRUE,FALSE,1,0.925,1,0.8,0.8,5,TRUE,1
"leftoverCandy","S307",282,TRUE,TRUE,FALSE,1,0.75609756097561,1,0.833333333333333,0.833333333333333,6,TRUE,1
"howManyEggCartons","S307",776,FALSE,TRUE,FALSE,3,0.25,2.5,0.857142857142857,0.857142857142857,7,FALSE,1
"kthDigit","S307",780,TRUE,TRUE,FALSE,1,0.15625,3,0.75,0.875,8,FALSE,1
"nearestBusStop","S307",1067,FALSE,FALSE,TRUE,0,0.148148148148148,2,0.777777777777778,0.888888888888889,9,FALSE,1
"oneToN","S412",675,FALSE,TRUE,TRUE,20,0.238095238095238,7,0.5,0.5,0,FALSE,1
"helloWorld","S642",923,TRUE,TRUE,FALSE,1,0.522388059701492,1,0.5,0.5,0,FALSE,1
"doubleX","S642",925,TRUE,TRUE,FALSE,1,0.95,1,1,1,1,TRUE,1
"raiseToPower","S642",928,TRUE,TRUE,FALSE,1,0.867924528301887,1,1,1,2,TRUE,1
"convertToDegrees","S642",932,TRUE,TRUE,FALSE,1,0.34,1.5,1,1,3,FALSE,1
"findRoot","S642",935,FALSE,FALSE,FALSE,2,0.513513513513513,1,1,1,4,TRUE,1
"intToFloat","S642",943,FALSE,TRUE,FALSE,2,0.925,1,0.8,0.8,5,TRUE,1
"leftoverCandy","S642",945,FALSE,TRUE,FALSE,3,0.75609756097561,1,0.666666666666667,0.833333333333333,6,TRUE,1
"howManyEggCartons","S642",948,TRUE,TRUE,FALSE,1,0.25,2.5,0.571428571428571,0.857142857142857,7,FALSE,1
"kthDigit","S642",949,FALSE,TRUE,FALSE,2,0.15625,3,0.625,0.875,8,FALSE,1
"nearestBusStop","S642",951,FALSE,TRUE,FALSE,2,0.148148148148148,2,0.555555555555556,0.888888888888889,9,FALSE,1
"overNineThousand","S642",953,FALSE,TRUE,FALSE,3,0.740740740740741,1,0.5,0.9,10,TRUE,1
"hasTwoDigits","S642",956,TRUE,TRUE,FALSE,1,0.384615384615385,2,0.454545454545455,0.909090909090909,11,FALSE,1
"canDrinkAlcohol","S642",957,TRUE,TRUE,FALSE,1,0.346153846153846,2,0.5,0.916666666666667,12,FALSE,1
"isEvenPositiveInt","S642",958,FALSE,TRUE,FALSE,3,0.2,3.5,0.538461538461538,0.923076923076923,13,FALSE,1
"helloWorld","S054",1762,FALSE,TRUE,FALSE,2,0.53030303030303,1,0.5,0.5,0,FALSE,2
"doubleX","S054",1765,TRUE,TRUE,FALSE,1,0.964912280701754,1,0,1,1,TRUE,2
"raiseToPower","S054",1766,FALSE,TRUE,FALSE,2,0.882352941176471,1,0.5,1,2,TRUE,2
"convertToDegrees","S054",1768,FALSE,FALSE,FALSE,3,0.408163265306122,1,0.333333333333333,1,3,FALSE,2
"isPunctuation","S054",1771,FALSE,FALSE,FALSE,5,0.12,3,0.25,0.75,4,FALSE,2
"intToFloat","S054",1776,TRUE,TRUE,FALSE,1,0.904761904761905,1,0.2,0.6,5,TRUE,2
"howManyEggCartons","S054",1777,FALSE,FALSE,FALSE,10,0.263157894736842,2.5,0.333333333333333,0.666666666666667,6,FALSE,2
"leftoverCandy","S054",1778,TRUE,TRUE,FALSE,1,0.761904761904762,1,0.285714285714286,0.571428571428571,7,TRUE,2
"helloWorld","S062",2704,FALSE,TRUE,FALSE,4,0.53030303030303,1,0.5,0.5,0,FALSE,2
"doubleX","S062",2709,FALSE,TRUE,FALSE,2,0.964912280701754,1,0,1,1,TRUE,2
"raiseToPower","S062",2712,TRUE,TRUE,FALSE,1,0.882352941176471,1,0,1,2,TRUE,2
"convertToDegrees","S062",2714,FALSE,FALSE,FALSE,2,0.408163265306122,1,0.333333333333333,1,3,FALSE,2
"isPunctuation","S062",2716,FALSE,FALSE,TRUE,0,0.12,3,0.25,0.75,4,FALSE,2
"findRoot","S062",2719,FALSE,FALSE,TRUE,7,0.461538461538462,1,0.2,0.6,5,FALSE,2
"intToFloat","S062",2728,FALSE,FALSE,FALSE,1,0.904761904761905,1,0.166666666666667,0.5,6,TRUE,2
"leftoverCandy","S062",2729,FALSE,TRUE,FALSE,3,0.761904761904762,1,0.142857142857143,0.428571428571429,7,TRUE,2
"howManyEggCartons","S062",2731,FALSE,FALSE,FALSE,6,0.263157894736842,2.5,0.125,0.5,8,FALSE,2
"kthDigit","S062",2738,FALSE,FALSE,TRUE,14,0.171428571428571,3,0.111111111111111,0.444444444444444,9,FALSE,2
"helloWorld","S074",1650,TRUE,TRUE,FALSE,1,0.53030303030303,1,0.5,0.5,0,FALSE,2
"doubleX","S074",1651,TRUE,TRUE,FALSE,1,0.964912280701754,1,1,1,1,TRUE,2
"raiseToPower","S074",1652,TRUE,TRUE,FALSE,1,0.882352941176471,1,1,1,2,TRUE,2
"convertToDegrees","S074",1653,FALSE,FALSE,TRUE,1,0.408163265306122,1,1,1,3,FALSE,2
"helloWorld","S085",1916,TRUE,TRUE,FALSE,1,0.53030303030303,1,0.5,0.5,0,FALSE,2
"doubleX","S085",1917,TRUE,TRUE,FALSE,1,0.964912280701754,1,1,1,1,TRUE,2
"raiseToPower","S085",1918,TRUE,TRUE,FALSE,1,0.882352941176471,1,1,1,2,TRUE,2
"convertToDegrees","S085",1919,FALSE,FALSE,FALSE,1,0.408163265306122,1,1,1,3,FALSE,2
"findRoot","S085",1920,TRUE,TRUE,FALSE,1,0.461538461538462,1,0.75,0.75,4,FALSE,2
"leftoverCandy","S085",1921,TRUE,TRUE,FALSE,1,0.761904761904762,1,0.8,0.8,5,TRUE,2
"intToFloat","S085",1922,TRUE,TRUE,FALSE,1,0.904761904761905,1,0.833333333333333,0.833333333333333,6,TRUE,2
"howManyEggCartons","S085",1924,FALSE,FALSE,FALSE,2,0.263157894736842,2.5,0.857142857142857,0.857142857142857,7,FALSE,2
"kthDigit","S085",1926,FALSE,TRUE,FALSE,7,0.171428571428571,3,0.75,0.75,8,FALSE,2
"helloWorld","S139",2781,TRUE,TRUE,FALSE,1,0.53030303030303,1,0.5,0.5,0,FALSE,2
"doubleX","S139",2782,TRUE,TRUE,FALSE,1,0.964912280701754,1,1,1,1,TRUE,2
"raiseToPower","S139",2783,TRUE,TRUE,FALSE,1,0.882352941176471,1,1,1,2,TRUE,2
"helloWorld","S334",79,FALSE,TRUE,TRUE,11,0.53030303030303,1,0.5,0.5,0,FALSE,2
"raiseToPower","S334",82,TRUE,TRUE,FALSE,1,0.882352941176471,1,0,1,1,TRUE,2
"doubleX","S334",111,TRUE,TRUE,FALSE,1,0.964912280701754,1,0.5,1,2,TRUE,2
